,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
Gravity,0,-1401.2237497344092,25.688245188401186,0.0,0.9349882978425196,21.966150027425712,0.0,True,log
Visitation,1,-1451.1644590998205,50.945043866946875,49.94070936541182,0.06501171070643152,24.417796824624233,13.72341297921092,True,log
Radiation,2,-2076.5747696692906,82.28361580827323,675.3510199348816,0.0,20.62834377491252,9.717616015835643,True,log
